0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0.044433,0.043789,0.044433,0.044433,0.044755,0.045722,0.044111,0.044111,0.044111,0.043144,0.044755,0.044111,0.044755,0.046366,0.045077,0.044433,0.044433,0.044433,0.043466,0.050233,0.114676,0.626676,1.014301,1.262085,1.383237,1.442203,1.45928,1.467658,1.468624,1.467658,1.463469,1.457991,1.455091,1.45058,1.445103,1.440592,1.436081,1.430603,1.427381,1.42287,1.418681,1.413848,1.409015,1.404181,1.401604,1.397093,1.392259,1.388071,1.383882,1.379049,1.318472,0.5255,0.234218,0.131431,0.092443,0.079232,0.073432,0.068599,0.069566,0.066021,0.067955,0.067955,0.066344,0.064088,0.065055,0.06441,0.065055,0.064088,0.06441,0.064733,1.862694
0.064088,0.064088,0.064088,0.063122,0.063766,0.06441,0.065377,0.063444,0.063122,0.062477,0.06441,0.064733,0.063122,0.062477,0.066021,0.06441,0.063444,0.063444,0.063444,0.064088,0.163653,0.787461,1.155753,1.319439,1.387748,1.413203,1.419003,1.419648,1.415459,1.409981,1.403537,1.398704,1.392259,1.387104,1.380982,1.375182,1.369704,1.363905,1.359071,1.354238,1.349083,1.344249,1.339738,1.334905,1.330716,1.325883,1.322017,1.316217,1.31235,1.308484,1.220841,0.469757,0.205863,0.117576,0.084066,0.070532,0.065377,0.061833,0.061833,0.059899,0.060222,0.059255,0.059577,0.058933,0.060222,0.058288,0.058611,0.059255,0.058288,0.058611,1.86366
0.057966,0.057644,0.058288,0.056999,0.057966,0.059577,0.058611,0.057966,0.058288,0.057644,0.057644,0.057322,0.057644,0.057644,0.058933,0.057644,0.057644,0.057966,0.057966,0.060544,0.140775,0.724952,1.089377,1.247263,1.312995,1.337805,1.34586,1.346505,1.343927,1.339416,1.335872,1.32975,1.325239,1.320083,1.316861,1.311706,1.307839,1.303328,1.300106,1.295917,1.291084,1.286573,1.282706,1.279806,1.275295,1.271751,1.268207,1.264018,1.261118,1.256285,1.081,0.409503,0.180086,0.10501,0.077943,0.065377,0.060544,0.056999,0.056677,0.056033,0.055711,0.055066,0.054422,0.054422,0.055388,0.054744,0.055711,0.054422,0.054422,0.054744,1.865594
0.053777,0.052811,0.056999,0.055066,0.054744,0.053777,0.0541,0.0541,0.053455,0.0541,0.053777,0.053133,0.055711,0.0541,0.0541,0.053777,0.054422,0.053133,0.055066,0.053777,0.0541,0.546444,0.972091,1.16542,1.251451,1.285606,1.296239,1.298173,1.296884,1.29495,1.290439,1.285928,1.282706,1.279162,1.274973,1.270462,1.268207,1.264662,1.259829,1.256929,1.253707,1.249518,1.246618,1.243074,1.239529,1.238241,1.233085,1.229863,1.226963,1.224063,1.22213,0.516478,0.211985,0.113065,0.077943,0.065055,0.058933,0.056033,0.054422,0.056999,0.053777,0.052488,0.053133,0.052811,0.052488,0.051844,0.053455,0.052166,0.052488,0.051522,1.866883
0.052166,0.051844,0.052166,0.051522,0.052166,0.052166,0.051844,0.0512,0.051522,0.0512,0.051522,0.051844,0.0512,0.052166,0.051844,0.051522,0.051844,0.051522,0.052488,0.052488,0.052166,0.593166,0.97628,1.150276,1.224385,1.25274,1.264662,1.265951,1.265307,1.262085,1.260796,1.255318,1.253062,1.249196,1.245329,1.241785,1.238563,1.236307,1.232118,1.228896,1.225996,1.224385,1.21923,1.21633,1.214074,1.211174,1.209241,1.206341,1.203764,1.200541,1.197641,0.477168,0.196519,0.106621,0.074399,0.063766,0.057966,0.0541,0.053133,0.052166,0.051844,0.0512,0.051844,0.0512,0.050877,0.050877,0.051844,0.0512,0.050877,0.0512,1.86366
0.052166,0.049588,0.050233,0.050877,0.050555,0.050555,0.050233,0.050233,0.052488,0.050233,0.050233,0.049911,0.050555,0.049588,0.050233,0.049911,0.050555,0.052166,0.050233,0.049588,0.0512,0.449135,0.889281,1.09711,1.189264,1.227607,1.240496,1.244685,1.244685,1.242429,1.239529,1.235985,1.233085,1.229541,1.226963,1.223419,1.221163,1.218263,1.214074,1.211174,1.208919,1.205052,1.203441,1.200541,1.197964,1.194742,1.191842,1.189586,1.187008,1.184108,1.181531,0.485546,0.19813,0.105976,0.074077,0.060544,0.056999,0.052488,0.051522,0.0512,0.051522,0.049588,0.049911,0.050233,0.049266,0.050233,0.049911,0.048944,0.049266,0.049588,1.866883
0.049266,0.051522,0.049266,0.049588,0.049588,0.048622,0.049266,0.051522,0.049588,0.049588,0.050233,0.048944,0.049588,0.047977,0.048622,0.048944,0.049588,0.049266,0.048944,0.049266,0.049911,0.388881,0.843205,1.068755,1.167353,1.208919,1.22503,1.230185,1.228896,1.22793,1.224385,1.221808,1.218263,1.214719,1.212141,1.209241,1.206341,1.204408,1.201186,1.197641,1.195064,1.192164,1.190231,1.187008,1.185075,1.182175,1.179597,1.17702,1.174442,1.172831,1.170575,0.596388,0.232285,0.116287,0.077943,0.062155,0.054744,0.051844,0.052166,0.051522,0.050555,0.049588,0.049911,0.048944,0.048944,0.048622,0.048622,0.051522,0.0483,0.0483,1.869138
0.049266,0.047977,0.048944,0.047655,0.047977,0.047655,0.051522,0.048622,0.048622,0.048622,0.049266,0.047977,0.048944,0.0483,0.048622,0.047655,0.049266,0.050555,0.048622,0.048622,0.048944,0.37277,0.827094,1.054256,1.154142,1.196675,1.212463,1.217297,1.218908,1.216008,1.21343,1.209563,1.208275,1.20473,1.20183,1.197964,1.197319,1.193453,1.190553,1.186686,1.184753,1.181853,1.180242,1.177986,1.176375,1.172509,1.169609,1.167675,1.165098,1.16252,1.161231,0.656642,0.252262,0.12112,0.07891,0.062155,0.056677,0.052166,0.050555,0.050233,0.050233,0.047655,0.049266,0.048944,0.048622,0.048944,0.048944,0.048622,0.048622,0.047333,1.868494
0.047333,0.049911,0.048944,0.047655,0.0483,0.047655,0.047655,0.047977,0.047333,0.047977,0.0483,0.047977,0.049266,0.047333,0.047977,0.047977,0.047333,0.047655,0.047977,0.047977,0.274495,0.757495,1.017523,1.133198,1.181853,1.201186,1.20763,1.209563,1.208275,1.204086,1.20183,1.199253,1.19603,1.193453,1.190875,1.188619,1.186042,1.182175,1.179275,1.17702,1.17412,1.172186,1.169287,1.167675,1.164131,1.162842,1.159298,1.157365,1.154787,1.152854,0.760073,0.283195,0.131753,0.08181,0.063444,0.055711,0.052166,0.050233,0.050233,0.048622,0.049266,0.047011,0.048622,0.047333,0.047655,0.047655,0.047977,0.047655,0.0483,0.047977,1.868494
0.047977,0.047977,0.047011,0.047011,0.0483,0.050233,0.047977,0.047977,0.047655,0.047333,0.047011,0.047333,0.047011,0.048944,0.047655,0.047333,0.047655,0.047333,0.046689,0.046689,0.269662,0.749762,1.009468,1.124499,1.173475,1.19313,1.198608,1.199897,1.19893,1.19603,1.19313,1.192486,1.188619,1.185075,1.18282,1.181208,1.17702,1.173475,1.171864,1.167998,1.167031,1.164131,1.162198,1.15962,1.157687,1.154465,1.152209,1.149954,1.14802,1.146409,0.738485,0.274173,0.128853,0.080199,0.062477,0.054744,0.0512,0.049588,0.048944,0.047333,0.0483,0.047011,0.050233,0.047011,0.047011,0.047333,0.0483,0.047011,0.047977,0.046366,1.881382
