0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0.020589,0.023167,0.021878,0.021556,0.022845,0.021878,0.0222,0.0222,0.0222,0.021878,0.022522,0.0106,0.021878,0.021556,0.022845,0.019622,0.021878,0.0222,0.022522,0.023167,0.066344,0.365359,0.661797,0.836116,0.916348,0.952113,0.965002,0.970157,0.971124,0.970802,0.967902,0.966613,0.963069,0.959847,0.956624,0.952758,0.949213,0.945669,0.942447,0.93858,0.935036,0.933747,0.918281,0.92537,0.916025,0.918925,0.912159,0.912481,0.903781,0.905714,0.728496,0.194908,0.076332,0.046366,0.037667,0.034767,0.031867,0.0309,0.029933,0.0309,0.030578,0.030256,0.030578,0.030578,0.031544,0.0309,0.030256,0.030256,0.028322,0.030578,1.056189
0.029933,0.0309,0.029611,0.030578,0.031222,0.030256,0.029289,0.029611,0.030578,0.030578,0.031867,0.030578,0.032511,0.029611,0.040566,0.029611,0.032189,0.030578,0.034122,0.030256,0.093088,0.488123,0.767484,0.881226,0.922147,0.934069,0.934069,0.931814,0.927303,0.923436,0.918603,0.915059,0.909581,0.906037,0.901203,0.899592,0.892504,0.890893,0.887026,0.883482,0.880259,0.876393,0.873171,0.860282,0.867049,0.86576,0.861571,0.85706,0.854804,0.85416,0.691119,0.181052,0.068599,0.045077,0.034122,0.031544,0.029289,0.029611,0.028967,0.029289,0.028322,0.028,0.028322,0.028,0.028,0.028322,0.027678,0.028967,0.028,0.027356,1.056511
0.028644,0.028322,0.028,0.028,0.027678,0.027356,0.028,0.027678,0.027678,0.029289,0.028644,0.027678,0.028,0.028322,0.030578,0.035089,0.026711,0.028644,0.028,0.028644,0.066666,0.412403,0.700463,0.819361,0.864149,0.877359,0.880904,0.878648,0.875426,0.871882,0.869304,0.866726,0.860927,0.857704,0.854482,0.851904,0.848682,0.845782,0.843849,0.842238,0.837405,0.834505,0.833216,0.83096,0.831927,0.824838,0.834183,0.82065,0.82065,0.815816,0.645365,0.162042,0.065377,0.0396,0.032833,0.031222,0.027356,0.027678,0.026711,0.027678,0.024778,0.026711,0.027033,0.027356,0.026067,0.027356,0.027356,0.027356,0.026711,0.027033,1.055867
0.026067,0.026389,0.025745,0.026711,0.027033,0.029289,0.027356,0.026711,0.026711,0.027356,0.027033,0.026067,0.026711,0.027033,0.026389,0.028967,0.011567,0.026389,0.019622,0.026711,0.083099,0.438502,0.686608,0.79455,0.832572,0.843849,0.84546,0.844171,0.841916,0.838694,0.835794,0.832249,0.832249,0.826449,0.824516,0.820972,0.818072,0.815494,0.813561,0.81195,0.810983,0.806472,0.804217,0.802606,0.800028,0.798095,0.799061,0.794228,0.791328,0.789073,0.600254,0.151086,0.057966,0.035411,0.031222,0.027356,0.027033,0.025745,0.026711,0.025745,0.026389,0.025745,0.026389,0.025422,0.025745,0.026067,0.026067,0.027033,0.026067,0.027356,1.0549
0.025422,0.025745,0.025422,0.026067,0.026389,0.025745,0.025745,0.026711,0.025422,0.025745,0.0251,0.025745,0.023811,0.026067,0.026389,0.0251,0.024133,0.018011,0.025745,0.028322,0.056355,0.350538,0.635376,0.758784,0.801639,0.819683,0.82065,0.821294,0.81775,0.815816,0.811305,0.810016,0.807117,0.803894,0.802283,0.799061,0.797128,0.795195,0.793584,0.790684,0.788428,0.786495,0.785206,0.782628,0.78005,0.778762,0.776828,0.776828,0.756207,0.771673,0.764906,0.218429,0.068921,0.041533,0.027678,0.027678,0.025745,0.026711,0.026067,0.026067,0.025745,0.025422,0.025422,0.028,0.026711,0.026389,0.025422,0.025422,0.0251,0.025422,1.055545
0.024456,0.025422,0.024456,0.024778,0.024778,0.025422,0.0251,0.025422,0.024456,0.0251,0.024778,0.025745,0.025422,0.0251,0.024456,0.026389,0.025422,0.025422,0.032511,0.025745,0.036378,0.235507,0.558366,0.713996,0.779084,0.796806,0.803894,0.802283,0.800994,0.798417,0.795195,0.793261,0.790361,0.788428,0.78585,0.785206,0.781662,0.779406,0.776506,0.775539,0.773606,0.771351,0.76974,0.768451,0.765551,0.764262,0.762651,0.761362,0.759106,0.754595,0.755884,0.234862,0.073755,0.040244,0.030578,0.030578,0.028322,0.028644,0.0251,0.026711,0.024456,0.026711,0.024778,0.024778,0.027033,0.024778,0.024778,0.0251,0.024778,0.025422,1.055545
0.024778,0.025422,0.024778,0.024778,0.026711,0.024778,0.024456,0.025745,0.025422,0.025422,0.025422,0.024778,0.024456,0.024778,0.024778,0.024778,0.025422,0.023811,0.024456,0.0251,0.025422,0.226162,0.544511,0.699174,0.76104,0.780373,0.788428,0.78585,0.788106,0.78295,0.781339,0.779728,0.778117,0.775862,0.774251,0.772317,0.768773,0.768451,0.765229,0.764584,0.76104,0.760073,0.758462,0.756207,0.754918,0.753951,0.751373,0.751373,0.747829,0.747507,0.753629,0.244851,0.084388,0.040566,0.033156,0.029611,0.030256,0.024778,0.025422,0.025422,0.024133,0.0251,0.023811,0.026711,0.024778,0.0251,0.024133,0.024778,0.023811,0.024778,1.058444
0.024456,0.025745,0.0251,0.025745,0.024778,0.024778,0.024456,0.024456,0.023811,0.024133,0.024778,0.023811,0.024456,0.024778,0.024456,0.024778,0.024778,0.024778,0.024456,0.026711,0.024133,0.245173,0.530656,0.694663,0.74944,0.771673,0.773606,0.778117,0.774895,0.774251,0.771351,0.770062,0.768773,0.764906,0.763618,0.761362,0.759751,0.757173,0.755884,0.754595,0.752662,0.750407,0.747829,0.746218,0.744285,0.744607,0.742029,0.740096,0.740418,0.737518,0.736551,0.280295,0.083743,0.0338,0.030578,0.025422,0.025745,0.023811,0.0251,0.022845,0.024456,0.0222,0.026711,0.024778,0.024456,0.023811,0.024456,0.024133,0.024456,0.023167,1.0549
0.024133,0.023811,0.023489,0.024456,0.023167,0.024778,0.023167,0.026389,0.024133,0.024133,0.024133,0.023811,0.024778,0.024778,0.024456,0.025422,0.023811,0.024456,0.024133,0.024778,0.023489,0.18363,0.49779,0.674364,0.736551,0.767484,0.768129,0.770062,0.767806,0.770706,0.76394,0.764584,0.759429,0.75814,0.754918,0.754918,0.751373,0.74944,0.747507,0.745896,0.74364,0.742351,0.74074,0.739129,0.737196,0.736551,0.735907,0.732363,0.732363,0.730752,0.72914,0.355693,0.095987,0.043789,0.0135,0.028,0.0222,0.024778,0.021234,0.0251,0.023811,0.024133,0.0251,0.024133,0.025422,0.024456,0.025422,0.023811,0.0251,0.023489,1.052
0.021556,0.023811,0.022845,0.024133,0.024133,0.023811,0.023811,0.024456,0.024133,0.024133,0.024456,0.024133,0.024133,0.023489,0.024133,0.023811,0.023489,0.024456,0.023489,0.023489,0.111776,0.428514,0.634087,0.729785,0.749762,0.765873,0.763618,0.763618,0.759106,0.759429,0.754595,0.751696,0.750084,0.747185,0.747185,0.743962,0.742674,0.74074,0.739451,0.737518,0.736874,0.735585,0.732685,0.730429,0.730107,0.728818,0.727207,0.725918,0.724629,0.723018,0.407892,0.105332,0.046044,0.028644,0.030256,0.026389,0.030578,0.024133,0.026067,0.0251,0.028967,0.024133,0.026711,0.024456,0.024778,0.023811,0.023489,0.023811,0.023489,0.023167,1.055545
