,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,label(ppm)
60,0.877682,0.876393,0.877682,0.876715,0.877682,0.876715,0.877682,0.876715,0.878648,0.877037,0.876715,0.878004,0.877037,0.878004,0.877359,0.878004,0.877359,0.876715,0.877359,0.877037,1.395482,3.440582,3.811129,3.90715,3.921649,3.915205,3.917138,3.902961,3.894261,3.890394,3.877506,3.867517,3.868484,3.857528,3.853984,3.850762,3.841095,3.831429,3.835296,3.826274,3.81854,3.822407,3.814674,3.809841,3.810807,3.804041,3.797274,3.792763,3.795019,3.78793,3.705121,2.695298,1.875905,1.398704,1.154787,1.031056,0.968224,0.931814,0.912159,0.900237,0.89057,0.887026,0.881548,0.879615,0.875748,0.875426,0.872526,0.870593,0.870593,0.868982,0
61,0.873815,0.875748,0.87446,0.874137,0.875426,0.874137,0.875748,0.875104,0.874782,0.876071,0.873493,0.875104,0.874137,0.875426,0.875426,0.874137,0.875104,0.874782,0.876071,0.874137,1.267884,3.418993,3.808229,3.895228,3.923583,3.919072,3.91005,3.906505,3.894905,3.885561,3.883306,3.872995,3.862684,3.863006,3.854306,3.844318,3.837551,3.839484,3.83014,3.82434,3.825951,3.818218,3.812096,3.813707,3.805652,3.799852,3.801463,3.79373,3.788574,3.790508,3.726065,2.704964,1.885893,1.400637,1.154142,1.029123,0.965324,0.929558,0.908614,0.897659,0.88767,0.884448,0.879293,0.875104,0.873815,0.87156,0.870271,0.86866,0.866082,0.866726,0
62,0.872526,0.871237,0.870915,0.871882,0.870915,0.872204,0.870915,0.870915,0.87156,0.871237,0.871882,0.87156,0.873171,0.871882,0.871882,0.872848,0.87156,0.873493,0.872526,0.870915,1.518568,3.45927,3.816607,3.906505,3.921971,3.914238,3.902639,3.903927,3.890717,3.879761,3.879117,3.866873,3.855273,3.858817,3.848184,3.837229,3.841418,3.831107,3.821118,3.825951,3.817252,3.808229,3.813063,3.804685,3.800174,3.802107,3.795341,3.789541,3.791797,3.784708,3.740886,2.72462,1.89266,1.403215,1.155431,1.028801,0.965002,0.927947,0.906681,0.895404,0.887026,0.882837,0.877682,0.873815,0.872204,0.868982,0.86866,0.866082,0.864793,0.864793,0
63,0.869304,0.86866,0.87156,0.867049,0.871882,0.86866,0.870915,0.869304,0.870271,0.868982,0.869304,0.870915,0.868982,0.869626,0.868982,0.869949,0.86866,0.870271,0.868982,0.870271,0.868982,3.285919,3.779552,3.890394,3.919716,3.916172,3.906505,3.90425,3.890717,3.878795,3.878472,3.866873,3.863328,3.857206,3.848184,3.846895,3.836262,3.825629,3.829818,3.820151,3.814996,3.81564,3.807585,3.809196,3.803074,3.794374,3.786319,3.791474,3.783419,3.775686,3.781163,2.876061,1.999313,1.458958,1.182175,1.040078,0.969835,0.928592,0.90797,0.89347,0.886059,0.879615,0.875426,0.872526,0.866404,0.869304,0.864149,0.864793,0.861249,0.862215,0
64,0.868015,0.867371,0.866726,0.867693,0.867049,0.868337,0.866726,0.867693,0.867371,0.868982,0.867371,0.866404,0.867693,0.867049,0.868337,0.867049,0.867693,0.867693,0.86866,0.868015,3.132544,3.749586,3.879439,3.91746,3.915849,3.907794,3.903605,3.890072,3.877184,3.877828,3.864617,3.852695,3.85624,3.844962,3.835618,3.838518,3.828851,3.818863,3.823696,3.814029,3.80533,3.810163,3.801141,3.791797,3.797274,3.789541,3.792441,3.785352,3.779875,3.780841,2.929871,2.037012,1.478935,1.187975,1.044589,0.969191,0.929881,0.905714,0.893148,0.883159,0.878648,0.872204,0.870915,0.867371,0.865438,0.864149,0.860927,0.861249,0.858993,0.859315,0
65,0.864793,0.865115,0.864471,0.86576,0.864149,0.865438,0.864149,0.866404,0.865115,0.864471,0.86576,0.864149,0.865438,0.864471,0.865115,0.865115,0.865438,0.864149,0.866082,0.865115,3.173788,3.754097,3.880406,3.915205,3.913594,3.905861,3.901027,3.887494,3.874284,3.874928,3.863006,3.862684,3.852695,3.843995,3.842707,3.831429,3.833362,3.824662,3.816285,3.817252,3.807907,3.809518,3.802752,3.796308,3.796308,3.788574,3.780197,3.78503,3.776008,3.770853,2.822895,1.956458,1.437047,1.16542,1.032023,0.961135,0.924403,0.901848,0.890248,0.881226,0.874137,0.87156,0.867371,0.866082,0.86286,0.862215,0.859638,0.85996,0.857382,0.85706,0
66,0.862538,0.862538,0.863504,0.862538,0.864149,0.86286,0.863504,0.862538,0.863826,0.863182,0.862215,0.862538,0.862538,0.86286,0.861893,0.863826,0.862215,0.86286,0.86286,0.863504,0.86286,3.287852,3.776975,3.884272,3.914561,3.910694,3.900705,3.897805,3.884272,3.876861,3.872028,3.859784,3.860106,3.850117,3.84174,3.840773,3.83014,3.819185,3.822729,3.814029,3.815963,3.807907,3.801785,3.802752,3.792763,3.785997,3.789219,3.781486,3.773108,3.778586,3.770208,2.879927,1.997058,1.453803,1.176053,1.033312,0.962424,0.921503,0.900881,0.887026,0.878004,0.872848,0.867371,0.86576,0.862215,0.860282,0.857704,0.858027,0.855127,0.855127,0
67,0.859315,0.860604,0.858993,0.860927,0.859315,0.858993,0.860282,0.859638,0.860282,0.860282,0.860927,0.860282,0.859315,0.860604,0.859315,0.860927,0.860604,0.861249,0.85996,0.860927,0.860282,3.208909,3.761186,3.877506,3.899739,3.910694,3.899094,3.886206,3.887172,3.873639,3.863973,3.863973,3.853017,3.843673,3.844318,3.833362,3.830462,3.826596,3.817252,3.819185,3.811129,3.804363,3.804363,3.795985,3.786641,3.790508,3.783419,3.784386,3.777297,3.77053,3.773108,3.003658,2.088244,1.502457,1.198608,1.0433,0.96758,0.923114,0.90217,0.885093,0.878004,0.869949,0.867371,0.862215,0.861893,0.857382,0.85706,0.854804,0.852871,0.851582,0
68,0.856415,0.85706,0.85706,0.856738,0.856093,0.857382,0.856415,0.856093,0.859315,0.856093,0.85706,0.857704,0.856415,0.858349,0.85706,0.858349,0.857382,0.857382,0.858671,0.856415,2.915371,3.696421,3.868162,3.903927,3.905861,3.906183,3.894583,3.883306,3.879117,3.866873,3.854306,3.855273,3.844318,3.84464,3.834651,3.826274,3.825629,3.815318,3.817574,3.810163,3.80243,3.802752,3.792441,3.787285,3.788897,3.781163,3.783741,3.77633,3.767953,3.771819,3.018802,2.098233,1.506646,1.199575,1.042978,0.965646,0.922147,0.89927,0.884448,0.876393,0.868337,0.864793,0.860927,0.85996,0.856093,0.853838,0.853516,0.851582,0.850938,0.850938,0
69,0.856093,0.856093,0.856415,0.856093,0.854482,0.856415,0.854804,0.856093,0.855127,0.856415,0.855449,0.856738,0.855127,0.856738,0.856093,0.854482,0.85706,0.855127,0.856093,0.855449,2.845773,3.681599,3.856562,3.901994,3.904894,3.903605,3.890394,3.875572,3.876539,3.864295,3.863006,3.852695,3.842384,3.841418,3.830462,3.832396,3.823051,3.816285,3.815318,3.806941,3.800819,3.801463,3.793408,3.784708,3.787608,3.779875,3.78213,3.772786,3.767308,3.768919,3.123522,2.175243,1.551112,1.217941,1.053611,0.967902,0.922792,0.898303,0.882193,0.874137,0.86576,0.863182,0.858349,0.856738,0.853193,0.853516,0.850293,0.850293,0.847716,0.848038,0
70,0.853516,0.852871,0.85416,0.852549,0.85416,0.853838,0.854482,0.85416,0.852871,0.853516,0.852871,0.85416,0.852871,0.85416,0.853193,0.854804,0.85416,0.85416,0.853516,0.853193,2.945659,3.698999,3.86655,3.900383,3.902961,3.901027,3.887494,3.880083,3.874284,3.862684,3.860751,3.849151,3.83594,3.83884,3.828851,3.829173,3.819185,3.808874,3.810807,3.804041,3.803074,3.793408,3.795985,3.788574,3.782452,3.782452,3.773752,3.776652,3.768919,3.763119,3.149944,2.191353,1.560134,1.220841,1.054256,0.966291,0.92247,0.895404,0.879615,0.87156,0.864793,0.860282,0.856093,0.85416,0.85126,0.85126,0.84836,0.849327,0.84546,0.84546,0
71,0.85126,0.850293,0.851582,0.849649,0.851582,0.850938,0.850293,0.850293,0.850293,0.851582,0.850938,0.852549,0.850938,0.850293,0.851904,0.851582,0.852227,0.849327,0.852871,0.849649,2.598956,3.632622,3.848506,3.89555,3.900383,3.902316,3.891039,3.877506,3.864295,3.86655,3.854628,3.843995,3.845284,3.835618,3.82724,3.82724,3.817896,3.812418,3.813063,3.804685,3.797919,3.797919,3.79083,3.784708,3.786963,3.780197,3.772141,3.775364,3.768919,3.76183,3.348428,2.35375,1.648421,1.266918,1.073911,0.978213,0.925692,0.898303,0.880582,0.869626,0.864149,0.857704,0.855771,0.852549,0.850938,0.84836,0.84546,0.846105,0.843205,0.843527,0
72,0.849005,0.847393,0.849327,0.848038,0.848038,0.848682,0.847716,0.849327,0.84836,0.849005,0.84836,0.849327,0.848682,0.847716,0.849327,0.84836,0.849971,0.848038,0.849649,0.848682,2.640199,3.641644,3.843029,3.897161,3.901672,3.894583,3.892005,3.878472,3.867517,3.864295,3.851729,3.839484,3.842062,3.830785,3.832073,3.823374,3.815318,3.814996,3.805652,3.795985,3.79953,3.789863,3.791474,3.785674,3.778586,3.77923,3.770208,3.765053,3.767308,3.758931,3.40546,2.402404,1.677098,1.280451,1.079066,0.979502,0.925047,0.894759,0.878971,0.867693,0.862215,0.855127,0.852549,0.850293,0.847393,0.846427,0.843527,0.843527,0.841271,0.839983,0
73,0.847393,0.846427,0.846105,0.847071,0.84546,0.847071,0.845782,0.847071,0.846427,0.847716,0.847071,0.845782,0.846427,0.846427,0.84546,0.846105,0.846105,0.847071,0.847393,0.846105,2.325395,3.577846,3.821763,3.890394,3.895872,3.889428,3.889106,3.87525,3.861717,3.862362,3.850117,3.849473,3.840129,3.83014,3.825629,3.822729,3.812418,3.811129,3.806941,3.798885,3.798885,3.790508,3.784063,3.785352,3.77633,3.77053,3.773108,3.765053,3.758286,3.762475,3.327162,2.334095,1.639721,1.257896,1.068755,0.971446,0.921825,0.892181,0.877682,0.866404,0.858671,0.854482,0.850293,0.848682,0.84546,0.844494,0.841916,0.841271,0.83966,0.83966,0
74,0.843849,0.846105,0.844494,0.844171,0.844816,0.844494,0.84546,0.844171,0.845782,0.844816,0.844171,0.845138,0.843849,0.846105,0.844171,0.844816,0.844816,0.845138,0.844816,0.843849,2.171376,3.549491,3.817896,3.889428,3.899094,3.891361,3.879439,3.880406,3.868484,3.858817,3.856562,3.845929,3.835296,3.834329,3.82724,3.816929,3.807263,3.811452,3.80243,3.794374,3.79663,3.788252,3.782452,3.784063,3.776008,3.769886,3.772141,3.763764,3.755064,3.759897,3.330062,2.341506,1.638432,1.25854,1.067466,0.969835,0.920214,0.891215,0.876393,0.864149,0.858993,0.853516,0.849971,0.847071,0.844171,0.843205,0.840305,0.840949,0.839338,0.836438,0
75,0.842882,0.84256,0.842882,0.841916,0.843205,0.843527,0.844171,0.843849,0.842238,0.843527,0.842882,0.844171,0.843205,0.84256,0.843527,0.84256,0.842882,0.844171,0.843205,0.843849,2.470714,3.60169,3.82724,3.890072,3.895872,3.888783,3.887172,3.875572,3.863006,3.851729,3.853017,3.843673,3.832396,3.824985,3.826274,3.817896,3.808874,3.801141,3.804363,3.797274,3.790508,3.791797,3.784708,3.777619,3.778586,3.771819,3.764086,3.757964,3.762475,3.756353,3.322007,2.332806,1.631988,1.252418,1.064567,0.966935,0.915703,0.889604,0.871882,0.863182,0.855771,0.850616,0.848038,0.844171,0.843527,0.840305,0.838371,0.838049,0.835794,0.836438,0
76,0.840627,0.841271,0.840627,0.83966,0.841594,0.839338,0.841271,0.840305,0.839983,0.841594,0.840627,0.841594,0.840627,0.840627,0.841271,0.840305,0.840949,0.840305,0.840627,0.841271,2.057312,3.521458,3.815318,3.880406,3.891683,3.89555,3.883628,3.871706,3.863328,3.860751,3.850762,3.839162,3.832718,3.831751,3.822407,3.814352,3.814996,3.807263,3.797596,3.794052,3.792763,3.784386,3.778586,3.781163,3.774075,3.768275,3.769886,3.762797,3.755708,3.752486,3.352617,2.352139,1.646165,1.258218,1.063922,0.969513,0.91377,0.889926,0.870915,0.860927,0.855127,0.849327,0.845782,0.843527,0.840627,0.838049,0.838371,0.835472,0.834183,0.834505,0
