,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,label(ppm)
60,0.207796,0.208763,0.208441,0.208441,0.208118,0.208441,0.208441,0.208118,0.208763,0.208441,0.208763,0.208763,0.209085,0.208441,0.208763,0.208441,0.208441,0.209085,0.208118,0.208441,0.208441,2.345372,3.119333,3.274963,3.27593,3.253053,3.214065,3.177976,3.154133,3.123522,3.098711,3.083245,3.059723,3.039746,3.030402,3.012036,2.995603,2.989481,2.974336,2.960481,2.956615,2.943082,2.933093,2.92826,2.917304,2.908282,2.904093,2.894427,2.885083,2.875094,2.87445,1.468624,0.698852,0.408214,0.298016,0.253551,0.231962,0.221007,0.214563,0.209407,0.207474,0.204896,0.204574,0.202963,0.201996,0.201674,0.20103,0.200707,0.199741,0.200063,0
61,0.208118,0.207474,0.207474,0.207796,0.208118,0.207796,0.208118,0.207796,0.208118,0.208441,0.208118,0.208118,0.207474,0.207796,0.208118,0.208118,0.207796,0.208763,0.207796,0.207796,0.208118,2.300907,3.107734,3.273997,3.276574,3.247253,3.215998,3.178943,3.148977,3.127066,3.100645,3.077445,3.062946,3.04329,3.024602,3.005913,3.000436,2.983681,2.97047,2.964348,2.951137,2.940504,2.934059,2.923426,2.913115,2.908927,2.897971,2.889594,2.886049,2.875739,2.867683,1.487957,0.705297,0.41047,0.298983,0.252906,0.23164,0.219718,0.213918,0.209407,0.206185,0.204896,0.203607,0.202641,0.201352,0.20103,0.200385,0.199741,0.199741,0.199096,0
62,0.207796,0.20683,0.208118,0.20683,0.207474,0.207152,0.207152,0.207152,0.207152,0.207152,0.207474,0.207474,0.207152,0.207152,0.207796,0.207474,0.207152,0.207796,0.20683,0.207474,0.236151,2.382427,3.123844,3.27303,3.272386,3.243386,3.209876,3.174432,3.140599,3.121267,3.093878,3.06939,3.057146,3.036202,3.01848,3.009136,2.991736,2.976914,2.970148,2.956292,2.942437,2.939537,2.926004,2.914404,2.912793,2.901194,2.893138,2.888627,2.879283,2.87155,2.867683,1.503102,0.709808,0.411758,0.298339,0.251295,0.230029,0.218429,0.211985,0.208441,0.204896,0.20393,0.202319,0.20103,0.199741,0.200063,0.199419,0.199096,0.19813,0.197808,0
63,0.205863,0.206185,0.206507,0.206185,0.205863,0.205541,0.205863,0.206185,0.206507,0.206507,0.206507,0.205863,0.20683,0.206185,0.206185,0.206185,0.206185,0.206507,0.20683,0.207152,0.206507,2.054734,3.039424,3.261108,3.274641,3.245319,3.215353,3.177976,3.145433,3.1232,3.094845,3.075834,3.056501,3.036202,3.025569,3.007202,2.990447,2.98207,2.965959,2.953715,2.947593,2.933737,2.926326,2.918593,2.905705,2.896038,2.894105,2.882183,2.874127,2.87155,2.860917,1.699008,0.791972,0.440758,0.310261,0.257095,0.232607,0.219718,0.212629,0.208441,0.205541,0.203607,0.201996,0.200707,0.200063,0.199096,0.199096,0.197808,0.198452,0.197485,0
64,0.205863,0.205863,0.205218,0.205863,0.206507,0.205863,0.206185,0.205863,0.206185,0.206185,0.205863,0.205541,0.205541,0.206507,0.205541,0.206185,0.205863,0.205863,0.205863,0.206185,1.798573,2.97337,3.247575,3.273997,3.246931,3.216964,3.17991,3.145755,3.1232,3.094845,3.068745,3.056501,3.034591,3.015902,3.00688,2.989158,2.97337,2.967892,2.953392,2.939215,2.935993,2.92246,2.911504,2.908282,2.895716,2.89346,2.883149,2.873483,2.87155,2.860272,1.767318,0.822905,0.450424,0.313805,0.25774,0.232607,0.219396,0.212629,0.207796,0.205218,0.202963,0.201352,0.200385,0.199419,0.199419,0.197808,0.19813,0.196841,0.197485,0.197163,0
65,0.20683,0.204896,0.205218,0.206185,0.205218,0.205541,0.204574,0.206185,0.205218,0.205541,0.204574,0.205863,0.205863,0.205218,0.205541,0.205218,0.205218,0.205863,0.205863,0.205541,1.863016,2.987869,3.248219,3.271419,3.243386,3.213098,3.175399,3.141888,3.119978,3.090334,3.074868,3.052312,3.032335,3.019769,3.00108,2.983358,2.976914,2.962092,2.954037,2.938893,2.933415,2.921815,2.91086,2.906027,2.894427,2.885083,2.881538,2.869616,2.860594,2.858661,1.625543,0.761362,0.427547,0.304139,0.253873,0.230351,0.217785,0.211018,0.207152,0.203607,0.203285,0.200385,0.200385,0.199096,0.198774,0.19813,0.196519,0.196841,0.196841,0.196519,0
66,0.204574,0.204896,0.205218,0.204574,0.205218,0.204896,0.205541,0.205218,0.204896,0.204574,0.205218,0.20393,0.204896,0.203607,0.205218,0.204896,0.205541,0.204252,0.204896,0.205541,0.204896,2.0673,3.034268,3.253375,3.266908,3.237586,3.206009,3.167988,3.134477,3.113533,3.085178,3.065846,3.047157,3.027824,3.015258,2.995925,2.978847,2.972725,2.956615,2.951137,2.936959,2.92536,2.91956,2.907638,2.896683,2.893138,2.880894,2.870261,2.869294,2.858983,2.85125,1.702875,0.790361,0.437858,0.308005,0.254195,0.230673,0.217463,0.210696,0.206185,0.20393,0.20103,0.199741,0.198452,0.198774,0.197163,0.196841,0.196841,0.196519,0.195874,0
67,0.20393,0.204252,0.20393,0.204252,0.203285,0.204252,0.203607,0.204574,0.204574,0.20393,0.204252,0.203607,0.204574,0.203607,0.204252,0.204252,0.204252,0.204252,0.204574,0.20393,0.204252,1.943248,3.000758,3.237264,3.265297,3.235009,3.196987,3.170888,3.136411,3.1058,3.088723,3.063912,3.042646,3.028791,3.009136,2.990125,2.982714,2.966281,2.953392,2.945981,2.932126,2.927293,2.914404,2.903449,2.897649,2.886372,2.883149,2.87155,2.862528,2.860272,2.849317,1.873649,0.865115,0.463313,0.317027,0.25774,0.23164,0.217785,0.210696,0.205863,0.202963,0.20103,0.199419,0.198452,0.197163,0.196841,0.196519,0.195874,0.19523,0.194908,0
68,0.203285,0.202963,0.203285,0.203607,0.203607,0.202641,0.203285,0.203285,0.204574,0.202319,0.204252,0.202963,0.203607,0.203285,0.203285,0.203285,0.203285,0.204252,0.203285,0.203285,1.459925,2.880572,3.216642,3.26143,3.244675,3.20762,3.17121,3.144144,3.112567,3.084856,3.067457,3.042646,3.030402,3.010425,2.993992,2.983036,2.965959,2.950492,2.945015,2.931482,2.92536,2.911827,2.898616,2.895716,2.885083,2.881538,2.870583,2.861239,2.857372,2.847061,1.893949,0.874137,0.466857,0.317994,0.258062,0.23164,0.218107,0.210052,0.205218,0.203607,0.20103,0.199096,0.19813,0.197485,0.196196,0.196196,0.19523,0.19523,0.194908,0.194585,0
69,0.202963,0.203285,0.203285,0.201996,0.202641,0.203285,0.203285,0.202963,0.202963,0.203285,0.203285,0.202963,0.202963,0.202963,0.202319,0.202963,0.202319,0.203285,0.203285,0.203285,1.361971,2.844806,3.209554,3.258208,3.243386,3.205687,3.168632,3.141888,3.109667,3.090012,3.064879,3.042646,3.02718,3.007202,2.987547,2.980136,2.964026,2.956292,2.941148,2.929226,2.922138,2.909893,2.899905,2.894105,2.881538,2.878961,2.867683,2.856083,2.854795,2.843839,2.043457,0.94148,0.491668,0.325727,0.262251,0.232285,0.218107,0.210696,0.204574,0.202319,0.199419,0.198774,0.197485,0.196519,0.19523,0.19523,0.19523,0.194263,0.193619,0.193941,0
